cloudletId,cpuRequest,count,cpu_log,prob
0,0.2620119832070593,1,-1.3393650388354406,0.5
1,0.2361319381350554,1,-1.4433645702779871,0.5
2,0.1052221156711566,1,-2.2516817757617145,0.5
3,0.2471824685468445,1,-1.3976284760314948,0.5
4,0.1855977793673478,2,-1.6841734233171963,0.3333333333333333
6,0.1070035706239592,2,-2.234893074759632,0.3333333333333333
8,0.2572320196441086,1,-1.3577768011942541,0.5
11,0.2526030995338684,1,-1.3759357986189842,0.5
12,0.2130418430417252,1,-1.5462666863604586,0.5
13,0.2644131962968328,1,-1.3302422618989787,0.5
16,0.0546373758704162,2,-2.907037090670532,0.3333333333333333
17,0.0940671692172571,2,-2.36374618575193,0.3333333333333333
18,0.1830220891858569,2,-1.698148427491447,0.3333333333333333
19,0.1583522156946349,2,-1.8429335137074119,0.3333333333333333
21,0.1072522834385415,2,-2.232571430598405,0.3333333333333333
22,0.1708104707171726,2,-1.7672006955419681,0.3333333333333333
23,0.140279583390625,2,-1.9641178235561367,0.3333333333333333
24,0.0535506181237215,2,-2.9271279392283596,0.3333333333333333
25,0.1072920638997953,2,-2.2322005938720757,0.3333333333333333
26,0.1683337159396095,2,-1.7818068654688988,0.3333333333333333
28,0.2581442006756133,1,-1.3542369328493065,0.5
30,0.1400211810587618,1,-1.9659615745396364,0.5
39,0.1104983784478906,1,-2.202754432811727,0.5
42,0.1838968802880497,1,-1.6933801116916674,0.5
43,0.163821569039922,1,-1.8089774371116993,0.5
44,0.2166814107307388,1,-1.5293271575493412,0.5
45,0.1674287191867271,1,-1.7871975753863,0.5
46,0.2163209578778555,1,-1.5309920580777285,0.5
48,0.1354712140511147,1,-1.998996103658668,0.5
49,0.1363214716459638,1,-1.9927394204344335,0.5
50,0.1837588542820574,1,-1.6941309554811066,0.5
52,0.2220372608807644,1,-1.5049100693884725,0.5
56,0.1274503413348671,1,-2.060028469977117,0.5
57,0.2074560680008444,1,-1.5728356822051868,0.5
59,0.2104519074478776,1,-1.5584981201436359,0.5
60,0.1199677634444667,2,-2.1205322102525095,0.3333333333333333
63,0.2023386334650177,1,-1.5978125818843218,0.5
64,0.187328817572344,2,-1.6748898235328058,0.3333333333333333
65,0.1939793855934125,2,-1.640003385392555,0.3333333333333333
66,0.0535270319685145,2,-2.9275684822467793,0.3333333333333333
67,0.2068742762631371,1,-1.5756440312828526,0.5
69,0.029786295678064,3,-3.5137068678214742,0.25
70,0.1026266912929895,2,-2.276657231023887,0.3333333333333333
71,0.1269421476496736,2,-2.064023826626531,0.3333333333333333
72,0.0662778819208122,2,-2.71389904347012,0.3333333333333333
77,0.1058506549167141,2,-2.245726094205344,0.3333333333333333
79,0.0971041584786361,2,-2.331971077839425,0.3333333333333333
82,0.1977080162646747,2,-1.6209640020065832,0.3333333333333333
83,0.1500266104326627,2,-1.8969425977354943,0.3333333333333333
84,0.1772665166606619,2,-1.730100935058335,0.3333333333333333
86,0.198229458355631,2,-1.6183300386873676,0.3333333333333333
88,0.1237336628333157,2,-2.0896239037569755,0.3333333333333333
89,0.1583791420108611,2,-1.8427634874966436,0.3333333333333333
90,0.0557979767704407,2,-2.8860176688464834,0.3333333333333333
91,0.2091463232845099,1,-1.5647211605718525,0.5
92,0.1766753568311067,2,-1.7334413727038105,0.3333333333333333
94,0.3200532042287972,1,-1.1392680337935701,0.5
95,0.1960283079848904,2,-1.629496201686072,0.3333333333333333
96,0.2022131338880104,1,-1.5984330195694878,0.5
98,0.2745660961331212,1,-1.2925632596469732,0.5
100,0.1767090869878993,1,-1.7332504749012332,0.5
101,0.2685019169376718,1,-1.3148972256260338,0.5
103,0.145738515900758,3,-1.9259412499896131,0.25
108,0.2430036104501416,1,-1.4146789779324522,0.5
109,0.1817906045702977,1,-1.7048997786055833,0.5
110,0.0772716398973661,3,-2.5604282743115947,0.25
111,0.1040886906325115,3,-2.262511948720049,0.25
112,0.1036784562235755,3,-2.266460936307936,0.25
113,0.1032795972797263,3,-2.2703154317568686,0.25
115,0.1972682788043992,1,-1.6231906553397049,0.5
117,0.1445380271616853,3,-1.9342126423024684,0.25
118,0.1930205246640768,1,-1.6449587503217995,0.5
121,0.232911927529938,1,-1.4570948903077046,0.5
122,0.0621458242614079,3,-2.7782716513533057,0.25
124,0.1520142270801729,3,-1.8837811633043298,0.25
127,0.1024251773610453,3,-2.278622723932002,0.25
129,0.1168379108640744,2,-2.1469676819367756,0.3333333333333333
131,0.1559258799024971,1,-1.8583745134722152,0.5
132,0.1135438932594033,1,-2.1755657920669713,0.5
134,0.0834600493219578,4,-2.4833872128536787,0.2
137,0.3026169465715539,1,-1.1952874759853156,0.5
138,0.230072121384308,2,-1.469362447976005,0.3333333333333333
139,0.1659732847524215,3,-1.7959284388034333,0.25
141,0.2759467729125933,1,-1.2875472836292463,0.5
142,0.1178809459876098,1,-2.13808009613967,0.5
147,0.2071892327972225,2,-1.5741227352114202,0.3333333333333333
148,0.1894463277914466,3,-1.663649525229029,0.25
149,0.161557775466221,1,-1.8228924574692351,0.5
151,0.2384574539970158,2,-1.4335643745167401,0.3333333333333333
152,0.272036767827623,1,-1.3018180459847206,0.5
153,0.1868036981883324,3,-1.677696955801285,0.25
154,0.2040526184984989,2,-1.5893773845809573,0.3333333333333333
155,0.1745134337839171,3,-1.7457535558677497,0.25
156,0.1751419707896951,3,-1.7421583722980913,0.25
159,0.0961723320072185,4,-2.3416135717504702,0.2
160,0.2242645617025702,1,-1.4949288450229077,0.5
165,0.1892719778088666,3,-1.6645702623168277,0.25
166,0.1375620136358003,4,-1.9836804552888014,0.2
170,0.2007433659045785,3,-1.6057279732538507,0.25
171,0.1677240524131159,3,-1.7854351951951968,0.25
172,0.1655230761578944,3,-1.7986446609066797,0.25
176,0.2346673957847241,1,-1.4495861044598546,0.5
178,0.1238080519080269,4,-2.089022881201822,0.2
179,0.2051255201156396,3,-1.584133193971735,0.25
180,0.1273049093039109,3,-2.0611702093241173,0.25
181,0.1510693970829189,4,-1.8900159644126968,0.2
182,0.2410319526471523,1,-1.4228257706817682,0.5
186,0.1831662921081121,3,-1.697360838714328,0.25
187,0.2710110053161454,1,-1.305595848904324,0.5
188,0.1300757208011861,1,-2.0396385303935927,0.5
189,0.0093302885842994,54,-4.674489333808156,0.01818181818181818
190,0.2532524323530379,3,-1.3733685313465047,0.25
191,0.2916971949029908,2,-1.2320390185311447,0.3333333333333333
192,0.0035142151769805,3,-5.650939056891485,0.25
194,0.2944748127047899,2,-1.2225618051684277,0.3333333333333333
195,0.2446007449878317,3,-1.4081280099944078,0.25
196,0.1596294901544109,4,-1.8348998356317239,0.2
197,0.0814349120417287,2,-2.5079512030612214,0.3333333333333333
198,0.2273845157532772,3,-1.4811127925378549,0.25
201,0.0082803293262506,54,-4.793872537674158,0.01818181818181818
202,0.2992282641402646,2,-1.2065485716339786,0.3333333333333333
204,0.1559059646954359,1,-1.8585022438976562,0.5
205,0.1433837899141944,1,-1.942230398250907,0.5
207,0.1569055087788506,1,-1.8521115097329788,0.5
208,0.0017927786120486,54,-6.3239885654636,0.01818181818181818
212,0.2491750592605945,3,-1.3895995803014376,0.25
214,0.3022862957787645,1,-1.1963807114073528,0.5
216,0.3142877599571363,1,-1.1574462797577016,0.5
218,0.3191284053561697,1,-1.1421617325611058,0.5
219,0.1207611710520293,1,-2.1139404768401593,0.5
222,0.2038091324697835,1,-1.5905713482564552,0.5
224,0.0784069598787079,4,-2.545842581602839,0.2
225,0.2373208627888921,4,-1.438342202047603,0.2
229,0.078979911585323,4,-2.538561742580794,0.2
231,0.1412178477400494,3,-1.957451561485577,0.25
233,0.2391139321181588,3,-1.430815137214348,0.25
234,0.0984680245053101,3,-2.318023407817544,0.25
235,0.2809947257698348,3,-1.2694193793269077,0.25
239,0.0859455629772243,3,-2.4540411717874444,0.25
240,0.3360152180856663,1,-1.090598828122955,0.5
242,0.2282203957540547,4,-1.477443468886954,0.2
245,0.233407614018566,4,-1.4549689374742585,0.2
247,0.3372499980101496,3,-1.0869307897944953,0.25
248,0.2230543533345881,4,-1.5003398002946333,0.2
249,0.1321844767763744,3,-2.023556780725542,0.25
250,0.3862283776462879,1,-0.9513264325409172,0.5
252,0.1789473831410445,7,-1.7206634652855501,0.125
253,0.2870305853895061,3,-1.2481664995992057,0.25
254,0.3240551011771487,1,-1.126841712287712,0.5
259,0.3030678911938728,1,-1.1937984352250957,0.5
261,0.2843758729369482,3,-1.2574584196132443,0.25
263,0.3104484751983297,1,-1.169737332768642,0.5
266,0.2760480323910387,3,-1.2871803980042067,0.25
269,0.1506319345430988,3,-1.892915937336548,0.25
275,0.137537549481187,7,-1.9838583120211104,0.125
277,0.1186816568748603,7,-2.1313105227970057,0.125
283,0.2739622568832404,1,-1.294764930683589,0.5
284,0.1558184304304921,7,-1.8590638570958098,0.125
286,0.3535511163664234,1,-1.0397272033455178,0.5
288,0.2133240062581202,3,-1.544943112917367,0.25
295,0.1587365874967557,7,-1.8405091329880787,0.125
296,0.2123251555643482,3,-1.5496364266454354,0.25
298,0.1074161351837221,3,-2.231044873706135,0.25
300,0.2843836070777328,1,-1.2574312230879754,0.5
301,0.0788791301724228,10,-2.5398385959744347,0.09090909090909091
304,0.1484664604412804,7,-1.9073962018628765,0.125
305,0.2730769287463067,3,-1.2980017332130895,0.25
309,0.1339856905318676,10,-2.010022271808986,0.09090909090909091
314,0.189831287166513,3,-1.661619563575203,0.25
316,0.2542649072327082,3,-1.3693786135885573,0.25
322,0.115127979449239,7,-2.161710904617868,0.125
323,0.2478072949163453,3,-1.3951038714942343,0.25
324,0.2494854398842431,7,-1.3883547226707924,0.125
325,0.2844331334983649,3,-1.2572570846802096,0.25
329,0.00031043236744099367,46,-8.07754449854204,0.02127659574468085
330,0.0098880722565292,46,-4.616426070796616,0.02127659574468085
339,0.2108891969444156,3,-1.556422416401531,0.25
341,0.0610545708450331,46,-2.795987210711568,0.02127659574468085
345,0.2981602587346619,2,-1.2101241560403075,0.3333333333333333
351,0.0310367160170013,10,-3.472584387685517,0.09090909090909091
354,0.1053423614813816,15,-2.2505396474699686,0.0625
355,0.1781385656483315,7,-1.7251935728333765,0.125
357,0.2414209506344677,2,-1.421213186037894,0.3333333333333333
359,0.0737265324123728,7,-2.607392538978023,0.125
367,0.2350999320559204,2,-1.4477446124369189,0.3333333333333333
368,0.2035482117696484,2,-1.5918523892859453,0.3333333333333333
369,0.1047735988839813,15,-2.255953457878108,0.0625
371,0.1661679625649142,7,-1.7947561794929214,0.125
373,0.1063690977110662,15,-2.2408401793053896,0.0625
374,0.11478495171604,7,-2.1646948863016395,0.125
375,0.1838767675549312,7,-1.6934894872994986,0.125
379,0.1911471703393223,2,-1.6547116223009872,0.3333333333333333
380,0.1499722540132693,15,-1.8973049752404132,0.0625
381,0.1845841378573235,7,-1.6896498877054194,0.125
382,0.2156641016191377,7,-1.534033166794398,0.125
383,0.2693004128036023,2,-1.3119277462894041,0.3333333333333333
387,0.2614665179166374,2,-1.3414490422344996,0.3333333333333333
388,0.1574710924316416,7,-1.8485133776785592,0.125
390,0.2361045713578353,7,-1.4434804731220097,0.125
392,0.3163324180606618,1,-1.1509616624249204,0.5
394,0.2738212461770097,2,-1.2952797717058457,0.3333333333333333
398,0.1724080024196408,15,-1.7578915040824783,0.0625
399,0.2054739023357886,7,-1.5824362490434163,0.125
401,0.3133427087872661,1,-1.1604577711723536,0.5
403,0.2915722052773632,1,-1.2324676013695453,0.5
404,0.1242987881495114,15,-2.0850670299135494,0.0625
408,0.2649113938538504,7,-1.3283598717232836,0.125
410,0.2560072539603129,7,-1.3625494991215532,0.125
414,0.3361460149575502,2,-1.0902096450903584,0.3333333333333333
418,0.0805056309169681,3,-2.5194281477248492,0.25
422,0.2888678072276666,2,-1.2417861099527407,0.3333333333333333
428,0.2716293988534344,2,-1.303316645954311,0.3333333333333333
430,0.256735565596811,7,-1.3597086514352144,0.125
431,0.1660380366869774,4,-1.7955383802048523,0.2
434,0.2258740575032269,4,-1.4877777027260344,0.2
441,0.1740294883852161,7,-1.7485305206483623,0.125
442,0.1668622143146727,7,-1.7905868711019979,0.125
443,0.2319298252104606,3,-1.4613204306125036,0.25
445,0.1240019385789884,15,-2.087458079797786,0.0625
450,0.1578498590201592,7,-1.8461109571039125,0.125
451,0.0958932937150755,3,-2.344519229516317,0.25
453,0.0805686977406718,4,-2.5186450704033163,0.2
454,0.2470672939498558,3,-1.3980945343194813,0.25
456,0.2075699374354884,3,-1.5722869482173898,0.25
458,0.1229058110747701,15,-2.096336980576201,0.0625
460,0.1014201297031972,3,-2.288483689744092,0.25
461,0.2004699307820643,7,-1.6070910146440864,0.125
467,0.221089255827392,3,-1.5091887864768032,0.25
468,0.2525521013371312,3,-1.376137709623058,0.25
469,0.1794344185154352,7,-1.717945494272707,0.125
475,0.2838353973597807,3,-1.2593607956076003,0.25
478,0.1720520672387399,7,-1.7599581314737787,0.125
481,0.2447238571800792,7,-1.4076248176582786,0.125
484,0.210844665778462,7,-1.556633597765207,0.125
487,0.1802878135482244,3,-1.7132007409172605,0.25
488,0.2700068604243641,3,-1.3093079113274386,0.25
498,0.2667998002303596,1,-1.3212567137027194,0.5
499,0.1851191595510994,1,-1.6867555555692275,0.5
500,0.2413227632338531,1,-1.4216199749784761,0.5
502,0.2100567047059827,1,-1.5603777623047164,0.5
506,0.0047706449929012,3,-5.345273764585535,0.25
509,0.0764992074675158,10,-2.5704748981050654,0.09090909090909091
523,0.1781757058994094,7,-1.7249851037700912,0.125
532,0.1871652988080488,7,-1.67576310173684,0.125
541,0.0917389189563492,7,-2.3888085736589826,0.125
542,0.1466643301268627,7,-1.9196087718180477,0.125
544,0.1225830738108793,7,-2.098966325281375,0.125
553,0.1455299537240159,7,-1.92737334603939,0.125
557,0.0389670468275769,28,-3.245038943165659,0.034482758620689655
559,0.1025676673929337,28,-2.277232528532666,0.034482758620689655
560,0.0920918988315428,28,-2.3849683001592017,0.034482758620689655
564,0.0139661230588346,28,-4.2711206632814465,0.034482758620689655
566,0.1051476311463134,28,-2.2523899054151704,0.034482758620689655
572,0.1092830007153396,1,-2.2138144245749016,0.5
574,0.1064841095178732,28,-2.2397595113699866,0.034482758620689655
575,0.0428676185063132,28,-3.149638551435863,0.034482758620689655
576,0.3172552259737056,1,-1.1480486997929575,0.5
577,0.1357925910533805,28,-1.9966266231265744,0.034482758620689655
579,0.2894012100949806,1,-1.2399412834010264,0.5
581,0.2827481307179822,1,-1.2631987750847464,0.5
582,0.1363199013416166,26,-1.9927509396277974,0.037037037037037035
585,0.0302347741427407,2,-3.4987625553447033,0.3333333333333333
588,0.0855107574659652,26,-2.4591130926385003,0.037037037037037035
591,0.0014552214548803,26,-6.532597187273459,0.037037037037037035
592,0.0385194185935451,2,-3.256592785791639,0.3333333333333333
594,0.098278661508888,26,-2.319948350582584,0.037037037037037035
595,0.1406472451766449,26,-1.9615003306110346,0.037037037037037035
596,0.1815731971472757,26,-1.7060964165091788,0.037037037037037035
597,0.0902807195511866,26,-2.4048313568476103,0.037037037037037035
599,0.177510294174075,26,-1.7287266764014304,0.037037037037037035
606,0.0853891175732848,26,-2.460536615191616,0.037037037037037035
618,0.3378320992180253,1,-1.085206254794883,0.5
620,0.1760022206532951,10,-1.7372586666753158,0.09090909090909091
621,0.2568793083313643,1,-1.3591489217793855,0.5
624,0.2628077314693344,1,-1.3363325732103106,0.5
641,0.1364891714208076,1,-1.991509997754427,0.5
643,0.1707148912590414,10,-1.7677604165540384,0.09090909090909091
645,0.1912991024829812,1,-1.6539170942197994,0.5
647,0.1852277153125371,1,-1.6861693172509662,0.5
649,0.1822638819025407,1,-1.7022997414328573,0.5
653,0.3350113276239716,1,-1.093590933925844,0.5
654,0.2994397041860634,1,-1.2058422032769691,0.5
663,0.2116343609524324,1,-1.5528952058275791,0.5
665,0.25262698849884,10,-1.3758412319431061,0.09090909090909091
670,0.260134634674525,1,-1.3465559563208063,0.5
676,0.188600237409338,1,-1.6681256499853856,0.5
678,0.083150823146935,20,-2.4870991738499875,0.047619047619047616
679,0.1375086915459167,20,-1.984068152630227,0.047619047619047616
680,0.0242395305404424,20,-3.719770485112034,0.047619047619047616
681,0.0340936927182775,20,-3.378642876074054,0.047619047619047616
685,0.2725544654301332,1,-1.2999168117127093,0.5
686,0.0790439292019579,20,-2.537751515214871,0.047619047619047616
688,0.1966609779780757,10,-1.6262739567040414,0.09090909090909091
689,0.2377911402067587,7,-1.4363625527502306,0.125
690,0.2245431735512584,7,-1.4936872804838284,0.125
692,0.2198287180813602,7,-1.5149065900361112,0.125
694,0.0449891458538311,20,-3.101334021554197,0.047619047619047616
695,0.151904778270244,20,-1.884501413191527,0.047619047619047616
696,0.0228627875079065,20,-3.778244689820703,0.047619047619047616
698,0.2934280698420516,1,-1.226122746949453,0.5
699,0.0119612915793071,2,-4.426079544709461,0.3333333333333333
700,0.0588220733201956,20,-2.8332380979192653,0.047619047619047616
703,0.1974973212144545,10,-1.6220302582040615,0.09090909090909091
704,0.037015381077665,20,-3.2964217479174582,0.047619047619047616
706,0.2384451035342,1,-1.4336161690086064,0.5
707,0.057375463358792,20,-2.8581385346638073,0.047619047619047616
716,0.360519089539466,1,-1.0202103707063426,0.5
717,0.2277653774254026,1,-1.4794392262392475,0.5
720,0.2255498715342593,1,-1.489213984694468,0.5
721,0.1606623200274232,1,-1.8284505077368312,0.5
722,0.27504975453798,7,-1.2908032720879725,0.125
724,0.1683603010483484,1,-1.7816489469586028,0.5
728,0.0115908849763815,3,-4.457536267653238,0.25
732,0.1910128914663628,1,-1.6554143586248775,0.5
735,0.3234219642423148,1,-1.1287974175024584,0.5
738,0.1722301823270723,1,-1.7589234275095282,0.5
739,0.2908700157464979,7,-1.2348787928859593,0.125
743,0.2555744826620511,7,-1.364241394552979,0.125
748,0.1739820763102468,1,-1.748802994784698,0.5
749,0.089065245779307,10,-2.418386079191651,0.09090909090909091
756,0.1041179843061237,10,-2.262230558377361,0.09090909090909091
757,0.0894478232463292,10,-2.414099804188468,0.09090909090909091
762,0.1055790337326008,10,-2.248295471621341,0.09090909090909091
764,0.3393492805202673,7,-1.0807253760047446,0.125
767,0.3584695799659507,1,-1.0259114761941992,0.5
768,0.0949290873578915,10,-2.3546251149775643,0.09090909090909091
769,0.3700510565465857,1,-0.9941142921972553,0.5
776,0.2293494943288409,7,-1.4725082627426034,0.125
777,0.2052056790343061,7,-1.5837424904627049,0.125
778,0.2537369136992962,7,-1.3714573215843915,0.125
782,0.2925212300512417,1,-1.2292180335723597,0.5
788,0.28253396347097,7,-1.2639565109460487,0.125
791,0.2313859779307005,1,-1.4636680627280145,0.5
794,0.3715240727517322,1,-0.9901416181303171,0.5
801,0.2385455605375291,7,-1.4331949573900946,0.125
803,0.2136635785015246,7,-1.5433525640250176,0.125
809,0.1813213929080958,7,-1.7074841708956696,0.125
812,0.2980444588350277,1,-1.210512612882992,0.5
817,0.2114764365047721,7,-1.5536416980274617,0.125
822,0.3779436619787806,1,-0.9730101368546475,0.5
827,0.213951444500278,1,-1.5420061845633322,0.5
832,0.2908076638809025,7,-1.2350931791965158,0.125
833,0.112646363289006,10,-2.183501895900579,0.09090909090909091
834,0.1324337347587814,10,-2.0216728736831566,0.09090909090909091
835,0.1298977503686616,10,-2.0410076736336693,0.09090909090909091
836,0.1434655304015194,10,-1.9416604788977947,0.09090909090909091
837,0.0229534742361307,3,-3.7742859710948693,0.25
838,0.1210837584316819,10,-2.1112727544144256,0.09090909090909091
839,0.3657875876628891,1,-1.005702475632544,0.5
840,0.2544311522042238,10,-1.368725001380049,0.09090909090909091
843,0.1544098270342232,1,-1.86814499682211,0.5
844,0.0746911653943961,10,-2.5943934616501907,0.09090909090909091
847,0.3404754631804276,1,-1.0774122171332177,0.5
848,0.2102715572082184,10,-1.5593554540736716,0.09090909090909091
850,0.2059492882943897,10,-1.5801253138263889,0.09090909090909091
855,0.0205134700229312,3,-3.886673534327242,0.25
857,0.2271972519967674,10,-1.4819366872929374,0.09090909090909091
858,0.0846266029222716,10,-2.4695066064546793,0.09090909090909091
859,0.2074280099832123,10,-1.5729709393488747,0.09090909090909091
860,0.076418069410236,10,-2.571536100168703,0.09090909090909091
861,0.3123960670682194,7,-1.1634834505061626,0.125
862,0.0918964769013767,10,-2.387092586575405,0.09090909090909091
864,0.0538831253313499,10,-2.9209379237148374,0.09090909090909091
875,0.2967566596039832,1,-1.2148428039447352,0.5
879,0.2697665543627904,1,-1.3101983074487251,0.5
881,0.2595141710526998,1,-1.348943968800934,0.5
892,0.2406478976331381,7,-1.4244204194725587,0.125
894,0.1911898870086085,7,-1.6544881719780693,0.125
904,0.2049482379736265,4,-1.5849978294162643,0.2
906,0.3075026274546132,1,-1.1792716472042213,0.5
922,0.2684735477133114,1,-1.3150028886451262,0.5
923,0.318578383989327,1,-1.143886730671272,0.5
930,0.1727577495040026,4,-1.755864957693618,0.2
932,0.1622608758315167,4,-1.818549894325381,0.2
933,0.229069333518905,4,-1.4737305547943118,0.2
934,0.1380455272169523,4,-1.9801717408631831,0.2
935,0.2367050431478011,4,-1.4409404566148096,0.2
937,0.2905213656565923,1,-1.2360781575234532,0.5
938,0.0082369617689635,4,-4.799123720412514,0.2
939,0.1542896369799518,4,-1.8689236833723335,0.2
942,0.1044051448037709,4,-2.2594763250181984,0.2
943,0.2266481955472461,4,-1.4843562630333416,0.2
944,0.2576530060903415,1,-1.3561415369352274,0.5
946,0.0528366594450507,4,-2.940550021518569,0.2
947,0.3165248576807247,1,-1.1503535012063622,0.5
949,0.1226463143707968,4,-2.0984505587022686,0.2
950,0.0873887858380464,4,-2.437388313042057,0.2
951,0.2534669843407053,4,-1.3725217037199302,0.2
953,0.1819461346303111,4,-1.704044599280922,0.2
954,0.2074018718415657,4,-1.5730969579547005,0.2
955,0.1376926190065793,4,-1.9827314766697917,0.2
956,0.0127671248198756,4,-4.360881785433229,0.2
957,0.2012500573287914,4,-1.6032070778199452,0.2
958,0.1171976918463245,4,-2.143893096177146,0.2
959,0.1568940124063834,4,-1.8521847818171993,0.2
960,0.1322201696478859,2,-2.023286794004726,0.3333333333333333
962,0.0370833747393973,2,-3.2945865300365034,0.3333333333333333
963,0.2144500242204956,2,-1.5396785550768637,0.3333333333333333
964,0.2289768228125886,2,-1.4741344909753953,0.3333333333333333
965,0.1121032426241395,2,-2.1883350231480723,0.3333333333333333
966,0.1829122538385788,2,-1.6987487283523537,0.3333333333333333
967,0.0672098749147282,2,-2.6999350941130165,0.3333333333333333
969,0.0504944837435463,2,-2.985891181468223,0.3333333333333333
970,0.2269676966665127,2,-1.4829475770609781,0.3333333333333333
971,0.2294595904258674,1,-1.4720283415605786,0.5
974,0.1923050373663542,2,-1.6486724313776393,0.3333333333333333
975,0.1769801259707294,2,-1.731717835363723,0.3333333333333333
976,0.1726171550224664,2,-1.7566791134846709,0.3333333333333333
977,0.1271453963007598,2,-2.0624239946058283,0.3333333333333333
978,0.1857106960383929,2,-1.6835652137986685,0.3333333333333333
979,0.1812579002078677,2,-1.7078343988435012,0.3333333333333333
980,0.382961819713856,1,-0.9598199822017986,0.5
981,0.2880020085486324,1,-1.2447878247433144,0.5
983,0.2070338420995811,2,-1.5748730106757673,0.3333333333333333
985,0.208907897278693,2,-1.5658618070236285,0.3333333333333333
986,0.0670064845027901,2,-2.702965880650671,0.3333333333333333
987,0.1552334098134282,2,-1.862825424983736,0.3333333333333333
988,0.1961722600689069,2,-1.628762127836077,0.3333333333333333
989,0.1804408304641114,2,-1.712352364013432,0.3333333333333333
991,0.117482621001148,2,-2.1414648627103583,0.3333333333333333
993,8.084007665637438e-05,2,-9.423037717181229,0.3333333333333333
