execution_time,delay_time
1.532999999999994,0s
25.52539215686265,0s
0.655000000000058,0s
1.980344137655088,0s
6.816000000000827,0s
6.260000000000758,0s
11.432038499610428,0s
8.350000000001017,0s
0.8700000000000898,0s
14.18203849961077,0s
10.22000000000125,0s
4.400000000000546,0s
3.5032160864345627,0s
0.9920000000000222,0s
1.21000000000015,0s
8.13000000000099,0s
6.610392156862748,0s
5.270000000000636,0s
3.29600000000039,0s
4.504999999999974,0s
0.3230000000000004,0s
2.850000000000336,0s
9.784999999999949,0s
5.71600000000069,0s
3.833216086434561,0s
9.673000000001196,0s
11.78039215686272,0s
7.912038499610375,0s
8.680000000001058,0s
7.140000000000867,0s
5.822038499610386,0s
0.9920000000000222,0s
8.352038499610373,0s
0.9849999999999924,0s
3.3960000000003845,0s
4.833000000000595,0s
10.909831932773107,0s
4.836000000000581,0s
1.7560000000001992,0s
0.8700000000000898,0s
9.560000000001168,0s
0.7720000000000233,0s
0.5400000000000489,0s
4.394999999999975,0s
3.5032160864345627,0s
2.083000000000254,0s
3.292038499610399,0s
3.0700000000003627,0s
1.536000000000172,0s
2.1919504643963137,0s
1.0930000000001314,0s
17.75100840336136,0s
6.263000000000773,0s
9.23300000000114,0s
2.5300000000003138,0s
15.942038499610987,0s
5.813216086434551,0s
1.4260000000001585,0s
1.3160000000001446,0s
2.1860000000002344,0s
3.516000000000417,0s
4.05321608643456,0s
6.820000000000846,0s
6.93000000000086,0s
2.4129999999999896,0s
8.572038499610372,0s
9.122038499610367,0s
3.63000000000045,0s
7.692038499610376,0s
2.960000000000349,0s
4.062038499610395,0s
5.266000000000616,0s
1.4229999999999947,0s
3.074999999999981,0s
5.930000000000717,0s
1.3149999999999906,0s
8.243000000001018,0s
4.823216086434556,0s
1.3100000000001444,0s
11.21499999999994,0s
2.0829999999999917,0s
2.52500000000029,0s
3.52034413765508,0s
4.950000000000614,0s
9.562038499610368,0s
14.18203849961077,0s
2.296000000000248,0s
5.382038499610388,0s
2.746000000000322,0s
0.6460000000000434,0s
1.9760000000002265,0s
1.090000000000117,0s
7.473000000000923,0s
1.212000000000021,0s
16.60203849961107,0s
15.300392156862706,0s
5.822038499610386,0s
7.582038499610377,0s
10.79983193277311,0s
1.0930000000001314,0s
1.0930000000001314,0s
1.5350000000001671,0s
8.900000000001086,0s
4.282038499610394,0s
0.9800000000001036,0s
11.316000000001369,0s
2.856000000000336,0s
5.280000000000655,0s
2.6330000000003224,0s
2.1960000000002537,0s
6.1460000000007255,0s
6.490000000000805,0s
7.256000000000881,0s
27.39539215686264,0s
2.5230000000003088,0s
2.6330000000003224,0s
1.4229999999999947,0s
3.075000000000358,0s
9.33600000000112,0s
2.3050000000002626,0s
8.240000000001004,0s
4.943000000000609,0s
2.3050000000002626,0s
11.206000000001351,0s
1.6430000000001996,0s
17.02992797118852,0s
0.2059999999999888,0s
0.2100000000000079,0s
11.2120384996104,0s
7.692038499610376,0s
0.7649999999999935,0s
0.7650000000000716,0s
1.3160000000001446,0s
0.6460000000000434,0s
7.609831932773126,0s
2.966000000000349,0s
0.5520000000000245,0s
4.066000000000486,0s
2.530344137655085,0s
1.3200000000001637,0s
14.090392156862707,0s
3.075000000000358,0s
0.654999999999994,0s
7.913000000000977,0s
0.8700000000000898,0s
0.5520000000000245,0s
5.930000000000717,0s
3.3000000000004093,0s
4.284999999999975,0s
3.3960000000003845,0s
1.9700000000002265,0s
4.504999999999974,0s
7.810000000000969,0s
3.956000000000472,0s
12.862038499610604,0s
4.393000000000541,0s
1.3100000000001444,0s
1.6429999999999936,0s
5.153216086434554,0s
0.6290175438596464,0s
6.040000000000731,0s
0.6620000000000239,0s
3.29000000000039,0s
0.5450000000000443,0s
1.42499999999999,0s
2.7400000000003217,0s
2.193000000000268,0s
2.626000000000289,0s
7.2600000000009,0s
3.1903441376550816,0s
3.292038499610399,0s
0.8750000000000853,0s
6.370000000000772,0s
2.750000000000341,0s
0.8730000000001041,0s
6.040000000000731,0s
2.1919504643963137,0s
14.732038499610836,0s
8.353000000001032,0s
11.213000000001388,0s
6.3749999999999645,0s
0.5360000000000298,0s
3.7360000000004447,0s
8.354999999999954,0s
5.820000000000704,0s
8.79203849961037,0s
3.184999999999981,0s
13.412038499610674,0s
2.6330000000003224,0s
2.5200000000002944,0s
1.9749999999999872,0s
5.822038499610386,0s
6.036000000000712,0s
7.250000000000881,0s
1.2050000000001262,0s
1.4260000000001585,0s
0.6600000000000819,0s
2.5300000000003138,0s
5.382038499610388,0s
6.042038499610385,0s
4.290000000000532,0s
0.9800000000001036,0s
4.836000000000581,0s
3.63000000000045,0s
10.992038499610372,0s
1.750000000000199,0s
1.3129999999999953,0s
6.390392156862749,0s
1.6360000000001662,0s
18.26539215686269,0s
2.1919504643963137,0s
1.2000000000001307,0s
11.2120384996104,0s
0.8749999999999929,0s
0.9860000000001036,0s
4.16600000000048,0s
2.1919504643963137,0s
7.803000000000964,0s
9.00600000000108,0s
1.9750000000002217,0s
9.230000000001128,0s
3.623000000000445,0s
11.103000000001373,0s
11.65300000000144,0s
5.276000000000636,0s
0.6620000000000239,0s
1.21000000000015,0s
1.9700000000002265,0s
3.406000000000404,0s
1.750000000000199,0s
15.282038499610906,0s
1.9750000000002217,0s
3.512038499610398,0s
4.1720384996103945,0s
7.920000000000982,0s
5.712038499610387,0s
1.870000000000232,0s
4.285000000000508,0s
2.9650000000003445,0s
4.176000000000499,0s
0.7700000000000955,0s
5.162038499610389,0s
1.531950464396317,0s
0.6290175438596464,0s
7.69300000000095,0s
4.720000000000567,0s
0.2149999999999963,0s
1.5300000000001717,0s
1.0930000000001314,0s
1.7549999999999883,0s
2.190000000000253,0s
3.410000000000423,0s
12.093000000001496,0s
12.202038499610524,0s
2.850000000000336,0s
0.3230000000000004,0s
1.7600000000002185,0s
0.6290175438596464,0s
5.164999999999971,0s
5.170000000000641,0s
0.87600000000009,0s
5.060000000000628,0s
3.190000000000396,0s
0.9830000000001178,0s
3.850344137655078,0s
3.1800000000003763,0s
18.350512204881863,2s
15.17051220488188,2s
0.5429999999999993,2s
0.982999999999997,2s
14.070512204881886,2s
0.5429999999999993,2s
11.870512204881898,2s
3.5004641856742573,2s
2.5104641856742624,2s
17.80051220488187,2s
2.000392156862741,2s
6.590512204881925,2s
1.202999999999996,2s
4.600464185674252,2s
11.760512204881898,2s
0.982999999999997,2s
0.4329999999999998,2s
7.250512204881922,2s
25.61051220488183,2s
0.6529999999999987,2s
3.06046418567426,2s
6.370512204881926,2s
3.170464185674259,2s
27.48051220488182,2s
6.370512204881926,2s
4.490464185674252,2s
0.7629999999999981,2s
3.830464185674256,2s
0.6529999999999987,2s
3.289999999999985,2s
8.349999999999959,2s
2.29999999999999,2s
3.509999999999984,2s
14.509999999999929,2s
7.139999999999965,2s
2.409999999999989,2s
4.7199999999999775,2s
2.6299999999999883,2s
11.97999999999994,2s
1.969999999999992,2s
0.2100000000000008,2s
10.879999999999946,2s
13.189999999999934,2s
0.6499999999999986,2s
1.749999999999993,2s
3.179999999999985,2s
2.1899999999999906,2s
3.3999999999999844,2s
2.6299999999999883,2s
0.9799999999999968,2s
1.8599999999999923,2s
0.8699999999999974,2s
1.4199999999999946,2s
4.499999999999979,2s
4.16999999999998,2s
4.16999999999998,2s
2.409999999999989,2s
1.3099999999999952,2s
4.8748438322702725,2s
6.084843832270423,2s
3.224843832270068,2s
3.8848438322701497,2s
4.434843832270218,2s
5.314843832270327,2s
2.3448438322699587,2s
9.156843832270797,2s
5.424843832270341,2s
3.0048438322700406,2s
4.654843832270245,2s
4.544843832270232,2s
24.226843832272664,2s
24.11684383227265,2s
4.544843832270232,2s
3.8848438322701497,2s
10.696843832270986,2s
3.774843832270136,2s
8.276843832270686,2s
5.754843832270382,2s
8.496843832270713,2s
2.014843832269918,2s
3.554843832270109,2s
16.416843832271695,2s
11.356843832271068,2s
2.014843832269918,2s
3.1148438322700542,2s
8.3868438322707,2s
1.7948438322698903,2s
5.864843832270395,2s
7.396843832270576,2s
6.194843832270436,2s
2.234843832269945,2s
7.176843832270549,2s
10.47684383227096,2s
2.014843832269918,2s
7.396843832270576,2s
5.864843832270395,2s
6.194843832270436,2s
1.4648438322698496,2s
1.6848438322698769,2s
2.7848438322700133,2s
6.084843832270423,2s
2.4548438322699724,2s
4.654843832270245,2s
10.806843832271,2s
17.18684383227179,2s
9.816843832270877,2s
11.906843832271136,2s
5.204843832270313,2s
2.67484383227,2s
3.444843832270095,2s
5.314843832270327,2s
6.084843832270423,2s
12.01684383227115,2s
3.9948438322701634,2s
4.722000000000577,2s
5.602000000000686,2s
1.2020000000001403,2s
3.62200000000044,2s
0.982000000000113,2s
2.522000000000304,2s
0.3220000000000311,2s
12.312000000001518,2s
6.042000000000741,2s
6.3720000000007815,2s
7.252000000000891,2s
6.710000000000832,2s
2.200000000000273,2s
1.870000000000232,2s
1.4300000000001774,2s
1.3200000000001637,2s
9.460000000001171,2s
3.080000000000382,2s
19.03000000000236,2s
33.1090000000041,2s
4.950000000000614,2s
4.620000000000573,2s
2.200000000000273,2s
2.090000000000259,2s
1.6500000000002046,2s
4.290000000000532,2s
0.8800000000001091,2s
8.030000000000996,2s
6.270000000000778,2s
2.6400000000003274,2s
35.309000000004374,2s
0.9900000000001228,2s
6.490000000000805,2s
2.0890000000002544,2s
2.0890000000002544,2s
1.0990000000001316,2s
1.319000000000159,2s
1.8690000000002271,2s
2.199000000000268,2s
1.2090000000001453,2s
0.2190000000000225,2s
0.3290000000000361,2s
3.079000000000377,2s
1.8690000000002271,2s
3.189000000000391,2s
1.7590000000002135,2s
5.499000000000677,2s
1.9790000000002408,2s
2.0890000000002544,2s
5.499000000000677,2s
0.989000000000118,2s
8.243000000001018,2s
10.773000000001332,2s
1.863000000000227,2s
4.613000000000568,2s
11.763000000001457,2s
5.27300000000065,2s
1.4230000000001723,2s
9.343000000001156,2s
6.373000000000786,2s
10.99300000000136,2s
2.5230000000003088,2s
0.6530000000000769,2s
3.2930000000004043,2s
10.11300000000125,2s
2.963000000000364,2s
0.7630000000000905,2s
8.353000000001032,2s
9.78300000000121,2s
10.11300000000125,2s
8.243000000001018,2s
8.243000000001018,2s
1.863000000000227,2s
2.5230000000003088,2s
6.270000000000778,2s
2.090000000000259,2s
3.190000000000396,2s
0.6600000000000819,2s
3.740000000000464,2s
5.720000000000709,2s
1.3200000000001637,2s
10.01000000000124,2s
0.6600000000000819,2s
5.610000000000696,2s
1.870000000000232,2s
6.6000000000008185,2s
2.750000000000341,2s
10.340000000001282,2s
13.200000000001635,2s
2.08600000000024,2s
6.266000000000759,2s
0.7660000000000764,2s
3.076000000000363,2s
1.206000000000131,2s
12.096000000001482,2s
4.946000000000595,2s
11.4360000000014,2s
1.9760000000002265,2s
2.3060000000002674,2s
3.076000000000363,2s
11.986000000001468,2s
13.416000000001643,2s
2.1960000000002537,2s
2.746000000000322,2s
1.206000000000131,2s
2.6360000000003083,2s
5.276000000000636,2s
4.066000000000486,2s
10.006000000001222,2s
10.22600000000125,2s
2.4110000000002856,2s
8.461000000001036,2s
5.711000000000695,2s
1.4210000000001628,2s
5.161000000000627,2s
1.8610000000002171,2s
8.461000000001036,2s
1.3110000000001492,2s
8.351000000001022,2s
8.90100000000109,2s
8.681000000001063,2s
4.2810000000005175,2s
2.5210000000002992,2s
5.051000000000613,2s
5.931000000000722,2s
1.3110000000001492,2s
7.3610000000008995,2s
4.391000000000531,2s
0.6510000000000673,2s
2.5210000000002992,2s
1.091000000000122,2s
5.8210000000007085,2s
5.8210000000007085,2s
13.416000000001643,2s
12.536000000001536,2s
2.966000000000349,2s
5.71600000000069,2s
6.816000000000827,2s
10.006000000001222,2s
15.39600000000189,2s
7.696000000000936,2s
8.576000000001045,2s
7.806000000000949,2s
5.826000000000704,2s
11.986000000001468,2s
15.286000000001875,2s
5.931000000000722,2s
3.511000000000422,2s
4.391000000000531,2s
4.391000000000531,2s
2.4110000000002856,2s
0.9810000000001082,2s
